n_qubits,layer_per_qubit,seed,gate_probs_type,naive,mincut,abs_saving,rel_saving,t_naive,t_mincut
704,1408,0,cx_heavy,82772,82639,133,0.0016068235635238969,0.7864494323730469,263.5913915634155
704,1408,1,cx_heavy,82585,82425,160,0.0019373978325361748,0.7913711071014404,250.3898687362671
704,1408,2,cx_heavy,82172,82005,167,0.0020323224456019083,0.790996789932251,247.08700561523438
704,1408,4,cx_heavy,82876,82709,167,0.002015058641826343,0.8037850856781006,222.00723600387573
704,1408,3,cx_heavy,83193,83066,127,0.001526570745134807,0.8165364265441895,228.09782433509827
704,1408,5,cx_heavy,82939,82763,176,0.0021220415003797974,0.4132354259490967,205.0473916530609
704,1408,7,cx_heavy,83310,83158,152,0.0018245108630416517,0.3995242118835449,212.6583812236786
704,1408,6,cx_heavy,82866,82721,145,0.0017498129510293728,0.4056389331817627,222.15522813796997
704,1408,8,cx_heavy,82425,82222,203,0.0024628450106157114,0.3879861831665039,215.21536111831665
704,1408,9,cx_heavy,82882,82720,162,0.001954586037981709,0.3948054313659668,221.1217246055603
704,1408,10,cx_heavy,83186,83032,154,0.0018512730507537327,0.40236806869506836,199.08397769927979
704,1408,11,cx_heavy,82919,82744,175,0.0021104933730508087,0.3978579044342041,204.18030643463135
704,1408,12,cx_heavy,82419,82264,155,0.001880634319756367,0.4013481140136719,203.85981440544128
704,1408,13,cx_heavy,82576,82434,142,0.001719627979073823,0.3961188793182373,222.34233951568604
704,1408,14,cx_heavy,83154,82991,163,0.0019602183899752267,0.39325451850891113,228.90449810028076
704,1408,15,cx_heavy,83008,82839,169,0.0020359483423284504,0.4073822498321533,254.46820878982544
704,1408,16,cx_heavy,82513,82315,198,0.0023996218777647157,0.38701939582824707,285.0667517185211
704,1408,17,cx_heavy,83095,82951,144,0.0017329562548889824,0.39199328422546387,318.9164936542511
704,1408,18,cx_heavy,82850,82692,158,0.0019070609535304767,0.8085646629333496,302.8341381549835
704,1408,19,cx_heavy,83091,82964,127,0.0015284447172377272,0.8394649028778076,323.55390310287476
