n_qubits,layer_per_qubit,seed,gate_probs_type,naive,mincut,abs_saving,rel_saving,t_naive,t_mincut
832,1664,96,even,208361,208080,281,0.0013486209031440624,0.9291436672210693,262.1466553211212
832,1664,99,even,207443,207136,307,0.001479924605795327,0.9588613510131836,354.8854260444641
832,1664,0,even,208137,207860,277,0.0013308541969952483,0.48753881454467773,158.41527605056763
832,1664,1,even,207684,207382,302,0.0014541322393636486,0.49913644790649414,174.7763638496399
832,1664,2,even,207471,207184,287,0.0013833258624096861,0.4868497848510742,190.7568428516388
832,1664,3,even,207968,207661,307,0.0014761886444068317,0.47841453552246094,161.51943278312683
832,1664,4,even,208108,207807,301,0.0014463643877217598,0.4810645580291748,162.50063347816467
832,1664,5,even,207804,207508,296,0.0014244191642124309,0.4727001190185547,171.0191729068756
832,1664,6,even,207151,206899,252,0.001216503902950022,0.4760243892669678,174.21618008613586
832,1664,7,even,208218,207950,268,0.0012871125455051918,0.47815394401550293,161.49809312820435
832,1664,8,even,207791,207433,358,0.0017228850142691455,0.4740290641784668,194.6559977531433
832,1664,9,even,207902,207616,286,0.0013756481419130166,0.4761230945587158,174.25471305847168
832,1664,10,even,208019,207696,323,0.001552742778303905,0.4742875099182129,183.89760971069336
832,1664,11,even,207383,207074,309,0.0014899967692626685,0.47677183151245117,243.59263730049133
832,1664,12,even,207009,206703,306,0.0014781966001478197,0.47423481941223145,245.75176095962524
832,1664,14,even,207798,207532,266,0.0012800893175102745,0.9763309955596924,218.89330768585205
832,1664,13,even,208523,208240,283,0.0013571644374961035,0.9650611877441406,228.6411485671997
832,1664,15,even,207822,207549,273,0.0013136241591361838,0.9930813312530518,202.23149585723877
832,1664,16,even,207600,207330,270,0.001300578034682081,0.9773998260498047,175.3516879081726
832,1664,17,even,208380,208079,301,0.0014444764372780498,0.9729690551757812,190.52526998519897
832,1664,18,even,207384,207105,279,0.0013453304015738918,0.5293693542480469,171.433358669281
832,1664,19,even,208878,208589,289,0.0013835827612290429,0.5118653774261475,172.2340371608734
832,1664,20,even,207085,206814,271,0.0013086413791438298,0.49481916427612305,182.55164432525635
832,1664,21,even,207118,206810,308,0.0014870750007242247,0.4777507781982422,208.55016136169434
832,1664,22,even,207282,207037,245,0.0011819646664929903,0.4829409122467041,212.93308663368225
832,1664,23,even,208031,207690,341,0.0016391787762400796,0.9921762943267822,183.92728900909424
832,1664,24,even,207358,207074,284,0.0013696119754241457,0.9793932437896729,186.52137446403503
832,1664,25,even,207809,207517,292,0.0014051364474108436,0.9583268165588379,193.03968834877014
832,1664,26,even,207313,207015,298,0.001437440006174239,0.5383665561676025,159.11211800575256
832,1664,27,even,207400,207096,304,0.0014657666345226615,0.832439661026001,203.93475341796875
832,1664,29,even,207444,207178,266,0.0012822737702705307,0.48383593559265137,167.43523120880127
832,1664,28,even,207758,207474,284,0.0013669750382656746,0.5121278762817383,174.69244575500488
832,1664,30,even,207169,206910,259,0.001250187045359103,0.47338414192199707,163.67144179344177
832,1664,31,even,208299,208006,293,0.0014066318129227697,0.5196311473846436,198.48152995109558
832,1664,32,even,207619,207321,298,0.001435321430119594,0.4922196865081787,212.62755799293518
832,1664,33,even,208006,207740,266,0.0012788092651173524,0.4751763343811035,225.71075010299683
832,1664,35,even,208501,208215,286,0.0013716960590117074,0.4853696823120117,220.000723361969
832,1664,34,even,207942,207649,293,0.0014090467534216271,0.47457242012023926,233.09963035583496
832,1664,36,even,208278,207994,284,0.0013635621621102564,0.9734807014465332,207.46652483940125
832,1664,37,even,207599,207318,281,0.001353571067298012,0.9635787010192871,191.21260523796082
832,1664,39,even,207703,207406,297,0.0014299263852712767,0.5236029624938965,184.2885022163391
832,1664,40,even,208596,208278,318,0.001524477938215498,0.514960765838623,182.01809406280518
832,1664,38,even,208413,208141,272,0.0013051009294045956,0.5102541446685791,213.9641079902649
832,1664,41,even,208603,208322,281,0.0013470563702343687,0.9520299434661865,179.31238389015198
832,1664,42,even,207311,206978,333,0.0016062823487417454,0.5184869766235352,163.02409648895264
832,1664,44,even,207784,207471,313,0.001506372001694067,0.812983512878418,153.21424078941345
832,1664,43,even,207426,207154,272,0.0013113110217619778,0.5623629093170166,189.48398733139038
832,1664,45,even,208478,208223,255,0.0012231506441926726,0.49720191955566406,192.02498388290405
832,1664,47,even,207015,206716,299,0.0014443397821413907,0.473283052444458,233.12382245063782
832,1664,46,even,208417,208151,266,0.001276287442962906,0.49661850929260254,264.12705659866333
832,1664,48,even,207814,207507,307,0.0014772825699904723,0.9653716087341309,249.67237210273743
832,1664,49,even,207884,207608,276,0.0013276635046468224,0.9613842964172363,284.06594038009644
832,1664,50,even,207187,206905,282,0.0013610892575306366,0.9922769069671631,271.5184106826782
832,1664,51,even,207530,207223,307,0.0014793041969835686,1.0065793991088867,221.12672305107117
832,1664,52,even,207701,207453,248,0.0011940241019542516,0.9609928131103516,234.43853664398193
832,1664,53,even,208125,207849,276,0.0013261261261261262,1.0163047313690186,268.4437470436096
832,1664,55,even,207322,207056,266,0.0012830283327384456,0.917604923248291,233.936861038208
832,1664,54,even,207445,207162,283,0.0013642170213791608,0.9887776374816895,249.5116035938263
832,1664,57,even,207450,207141,309,0.0014895155459146783,0.9936246871948242,265.99685287475586
832,1664,56,even,208050,207747,303,0.0014563806777217014,1.0100548267364502,274.70950841903687
832,1664,58,even,207639,207297,342,0.001647089419617702,0.9542398452758789,250.86652326583862
832,1664,59,even,207857,207551,306,0.001472165960251519,0.9913508892059326,232.28244972229004
832,1664,60,even,207678,207388,290,0.0013963924922235384,0.9604294300079346,264.8052227497101
832,1664,62,even,207711,207401,310,0.0014924582713481713,0.9460756778717041,264.50269079208374
832,1664,61,even,207315,207041,274,0.0013216602754262837,0.9863035678863525,277.3960304260254
832,1664,63,even,207579,207279,300,0.0014452328992817193,0.9969644546508789,239.7995822429657
832,1664,64,even,208311,208056,255,0.0012241312268675203,0.9711041450500488,263.9748694896698
832,1664,65,even,207496,207219,277,0.0013349654933107143,0.966651439666748,226.80237674713135
832,1664,67,even,207854,207553,301,0.001448131861787601,0.5210766792297363,153.13644886016846
832,1664,66,even,207577,207308,269,0.0012959046522495266,0.9519307613372803,174.3383228778839
832,1664,68,even,207839,207542,297,0.0014289907091546822,0.5073742866516113,182.3154354095459
832,1664,70,even,207750,207466,284,0.0013670276774969915,0.48219799995422363,171.11760091781616
832,1664,69,even,207672,207396,276,0.0013290188373974343,0.48886895179748535,177.48036313056946
832,1664,71,even,209062,208772,290,0.0013871483100706967,0.47930049896240234,180.07504987716675
832,1664,72,even,207535,207267,268,0.0012913484472498614,0.48155951499938965,179.32679176330566
832,1664,73,even,208211,207902,309,0.0014840714467535337,0.47695207595825195,234.82721209526062
832,1664,75,even,208199,207904,295,0.0014169136259059843,0.4691283702850342,217.76776909828186
832,1664,74,even,208858,208543,315,0.0015082017447260818,0.47161173820495605,248.398291349411
832,1664,77,even,207312,207025,287,0.0013843868179362507,0.9775295257568359,225.44684076309204
832,1664,76,even,208351,208041,310,0.00148787382829936,0.9779748916625977,237.67083501815796
832,1664,79,even,207507,207202,305,0.0014698299334480283,0.9937379360198975,249.24844527244568
832,1664,78,even,207874,207608,266,0.0012796213090622204,0.9845523834228516,266.3704047203064
832,1664,80,even,207499,207175,324,0.0015614533082087142,0.9717886447906494,264.9943935871124
832,1664,82,even,207979,207663,316,0.0015193841685939445,0.9730257987976074,261.01652359962463
832,1664,81,even,207297,207017,280,0.0013507190166765558,0.9680554866790771,299.56281065940857
832,1664,83,even,207725,207454,271,0.0013046094596220964,0.9539070129394531,223.85188722610474
832,1664,85,even,207818,207544,274,0.0013184613459854295,0.9744870662689209,197.87382245063782
832,1664,84,even,207324,207009,315,0.0015193610001736412,0.9628632068634033,232.20278930664062
832,1664,86,even,207031,206740,291,0.0014055866029725017,0.7726914882659912,191.03007006645203
832,1664,87,even,207852,207580,272,0.001308623443604103,0.7943222522735596,166.524760723114
832,1664,88,even,207601,207304,297,0.0014306289468740516,0.5045239925384521,165.50279879570007
832,1664,89,even,208086,207827,259,0.0012446776813432908,0.5103554725646973,163.62477684020996
832,1664,90,even,207546,207255,291,0.0014020988118296667,0.5179851055145264,178.06107306480408
832,1664,92,even,208089,207759,330,0.0015858598964865996,0.4839186668395996,162.27313613891602
832,1664,91,even,208274,208012,262,0.0012579582665143032,0.5097362995147705,179.53924584388733
832,1664,93,even,207840,207583,257,0.0012365280985373365,0.4947330951690674,177.12052989006042
832,1664,94,even,207086,206795,291,0.0014052132930280174,0.47440433502197266,192.8551263809204
832,1664,95,even,208443,208142,301,0.0014440398574190546,0.48670434951782227,176.90026879310608
832,1664,98,even,207533,207206,327,0.0015756530286749578,0.4840199947357178,222.45613765716553
